School ID,Metro Code,Apple Mac Code,PC Code,Poverty Level Code,Avg Household Income ,Title 1 Code,Software budget per head,Training Budget Per head,Lunch Program Eligible Students,Affluence Indicator
256803,U,I,H,C,F,B,G,E,434,1
256818,U,I,H,C,F,B,G,E,184,1
256881,U,I,H,C,D,B,G,E,183,1
256914,U,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
256938,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
256953,U,I,H,C,B,B,G,E,442,1
257013,U,I,H,C,J,B,G,E,348,2
257073,U,I,H,C,J,B,G,E,450,2
257085,U,I,H,C,J,B,G,E,423,2
257100,U,I,H,C,J,B,G,E,144,2
257139,U,I,H,C,L,B,G,E,200,2
257172,U,I,H,C,L,B,G,E,160,2
257229,U,I,H,C,L,B,G,E,62,2
257250,U,I,H,C,F,B,G,E,141,1
257286,U,I,H,C,F,B,G,E,301,1
257334,U,I,H,C,F,B,G,E,158,1
257388,U,I,H,C,H,B,G,E,373,1
257433,U,I,H,C,H,B,G,E,242,1
257442,U,I,H,C,H,B,G,E,279,1
257508,NULL,I,H,C,Q,B,G,E,241,5
257517,NULL,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
257532,S,I,H,C,Q,B,G,E,160,5
257541,S,I,H,C,Q,B,G,E,220,5
257544,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
257589,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
257625,U,I,H,C,J,B,G,E,215,2
257673,S,I,H,C,N,B,G,E,549,4
257676,S,I,H,C,N,B,G,E,207,4
257685,NULL,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
257730,S,I,H,C,N,B,G,E,342,4
257817,NULL,I,G,NULL,P,A,G,E,113,3
257832,NULL,I,G,NULL,P,NULL,G,E,87,2
257883,NULL,D,G,C,C,C,G,D,590,1
257946,T,G,G,C,M,B,G,E,507,2
258024,T,A,G,C,D,C,G,D,582,1
258057,S,I,G,NULL,Q,NULL,G,E,86,3
258063,S,I,G,NULL,Q,NULL,G,E,61,3
258108,S,NULL,NULL,NULL,N,NULL,NULL,NULL,0,4
258156,S,I,G,NULL,N,A,G,E,519,3
258165,T,G,G,C,G,B,G,E,784,1
258225,T,G,G,C,G,B,G,E,567,1
258318,R,G,G,C,M,B,G,E,497,2
258420,NULL,F,F,C,G,B,G,D,297,1
258465,NULL,F,F,C,G,B,G,D,224,1
258531,R,F,F,C,I,B,G,D,199,2
258543,NULL,F,F,C,G,B,G,D,227,1
258558,R,A,E,C,D,B,E,C,159,1
258570,R,D,G,C,C,C,G,D,205,1
258576,R,G,C,D,C,C,G,D,592,1
258597,R,D,G,C,E,C,G,D,85,1
258627,R,A,E,C,Z,B,E,C,153,1
258633,R,D,G,C,D,C,G,D,418,1
258663,S,I,G,NULL,L,NULL,G,E,278,1
258687,S,I,G,NULL,L,A,G,E,352,2
258717,S,I,G,NULL,L,NULL,G,E,454,1
258723,S,I,G,NULL,L,A,G,E,89,2
258747,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
258795,R,G,G,C,M,B,G,E,440,2
258831,R,F,F,C,I,B,G,D,631,2
258843,R,F,F,C,I,B,G,D,432,2
258888,T,G,C,D,B,C,G,D,559,1
258939,NULL,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
258975,R,NULL,NULL,NULL,J,NULL,NULL,NULL,0,2
259005,R,F,E,C,J,C,G,D,677,3
259083,U,NULL,NULL,NULL,O,NULL,NULL,NULL,0,4
259137,U,I,J,NULL,C,A,G,E,344,1
259239,U,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
259320,U,I,J,NULL,A,A,G,E,262,1
259707,U,I,J,NULL,A,A,G,E,646,1
259983,U,I,J,NULL,B,A,G,E,388,1
260097,U,I,J,NULL,D,A,G,E,674,1
260205,U,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
260214,U,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
260229,U,I,J,NULL,B,A,G,E,977,1
260316,U,I,J,NULL,A,A,G,E,298,1
260394,U,I,J,NULL,A,A,G,E,343,1
260421,U,I,J,NULL,A,A,G,E,459,1
260436,U,I,J,NULL,A,NULL,G,E,280,1
260457,U,I,J,NULL,B,A,G,E,641,1
260511,U,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
260544,U,I,J,NULL,D,A,G,E,449,1
260643,U,I,J,NULL,D,A,G,E,457,1
260679,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
260709,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
260730,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
260754,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
260784,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
260811,U,I,J,NULL,M,A,G,E,439,1
260826,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
260856,U,I,J,NULL,M,A,G,E,357,1
260988,U,I,J,NULL,C,A,G,E,494,1
261015,U,I,J,NULL,C,A,G,E,563,1
261051,U,I,J,NULL,C,A,G,E,599,1
261063,U,I,J,NULL,C,A,G,E,562,1
261141,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
261150,U,NULL,NULL,NULL,M,NULL,NULL,NULL,0,3
261249,U,I,J,NULL,O,A,G,E,213,3
261456,S,I,G,NULL,N,A,G,E,739,2
261483,S,I,G,NULL,N,A,G,E,649,2
261576,U,I,J,NULL,A,NULL,G,E,424,1
261630,U,I,J,NULL,A,A,G,E,198,1
261831,U,I,J,NULL,A,A,G,E,348,1
261840,U,I,G,NULL,A,A,G,E,408,1
261939,U,I,J,NULL,D,A,G,E,397,1
261987,S,I,J,NULL,M,A,G,E,831,2
262029,U,I,J,NULL,J,A,G,E,440,1
262110,U,NULL,NULL,NULL,J,NULL,NULL,NULL,0,3
262122,U,I,G,NULL,J,NULL,G,E,284,1
262137,U,I,G,NULL,J,NULL,G,E,307,1
262149,S,I,G,NULL,O,NULL,G,E,194,2
262158,S,I,G,NULL,O,NULL,G,E,495,2
262197,S,I,G,NULL,O,NULL,G,E,210,2
262227,S,I,G,NULL,Q,A,G,E,254,4
262242,S,I,G,NULL,Q,NULL,G,E,219,3
262281,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
262302,S,I,G,NULL,Q,NULL,G,E,75,3
262317,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
262326,S,I,G,NULL,Q,NULL,G,E,24,3
262371,U,I,J,NULL,K,A,G,E,917,1
262383,NULL,I,J,NULL,B,A,G,E,36,1
262404,T,C,F,C,D,B,E,C,262,1
262425,T,C,F,C,D,B,E,C,362,1
262449,R,K,E,C,D,C,E,C,307,1
262479,R,D,G,D,B,C,G,D,206,1
262521,R,A,H,C,E,B,G,D,224,1
262578,R,A,H,C,F,B,G,D,342,1
262614,R,A,G,C,I,C,G,D,337,1
262626,R,F,F,C,E,B,G,D,211,1
262659,T,A,H,C,E,B,G,D,323,1
262689,T,A,H,C,E,B,G,D,298,1
262740,T,A,G,D,E,C,E,C,477,1
262866,R,F,F,C,F,B,G,D,217,1
262938,R,F,F,C,F,B,G,D,360,1
262968,T,B,F,D,E,D,E,C,232,2
262974,T,F,F,C,E,B,G,D,378,1
262995,T,F,F,C,E,B,G,D,359,1
263043,T,B,F,D,E,D,E,C,587,2
263091,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
263127,U,F,H,C,B,C,G,E,375,1
263157,U,F,H,C,B,C,G,E,284,1
263169,U,F,H,C,B,C,G,E,639,1
263253,U,F,H,C,B,C,G,E,290,1
263295,U,F,H,C,K,C,G,E,265,4
263304,U,F,H,C,K,C,G,E,295,4
263313,U,F,H,C,K,C,G,E,297,4
263490,R,E,G,D,B,C,G,D,180,1
263535,R,F,H,C,J,C,G,E,217,2
263544,R,A,H,C,C,B,Z,Z,366,1
263610,T,D,G,D,D,C,G,D,252,1
263610,T,D,G,D,D,C,G,D,223,1
263625,T,D,G,D,D,C,G,D,284,1
263634,T,D,G,D,D,C,G,D,333,1
263661,R,E,G,D,I,C,G,D,169,1
263706,R,A,E,C,H,B,E,C,105,1
263721,T,K,F,C,H,B,Z,Z,383,1
263889,R,A,F,C,C,B,E,C,243,1
263907,R,A,F,C,C,B,E,C,239,1
263913,R,A,F,C,C,B,E,C,177,1
263943,R,F,E,C,H,B,G,D,379,2
263970,R,F,E,C,F,B,G,D,252,1
263979,R,F,E,C,F,B,G,D,216,1
263985,R,B,F,D,F,B,E,C,431,1
264033,R,F,E,C,F,B,G,D,465,1
264060,R,F,E,C,F,B,G,D,216,1
264066,T,A,F,C,O,A,G,D,191,3
264081,R,A,H,C,B,B,Z,Z,274,1
264120,R,C,G,D,F,C,E,C,560,1
264141,R,C,G,D,F,C,E,C,464,1
264228,R,F,H,C,J,C,G,E,208,3
264246,R,A,H,C,C,B,Z,Z,206,1
264261,R,F,E,C,C,B,G,D,248,1
264324,R,E,G,D,D,C,G,D,309,1
264333,R,E,G,D,D,C,G,D,500,1
264342,R,E,G,D,D,C,G,D,320,1
264357,R,E,G,D,D,C,G,D,349,1
264369,R,E,G,D,D,C,G,D,620,1
264381,R,F,E,C,F,B,G,D,191,1
264438,R,D,G,C,G,C,G,D,211,2
264450,T,K,F,C,D,B,E,C,235,1
264474,T,K,F,C,D,B,E,C,419,1
264501,R,F,E,C,G,B,G,D,261,1
264531,NULL,F,H,C,G,C,G,E,304,2
264915,T,K,E,C,D,C,E,C,261,1
264924,T,E,H,C,F,B,G,D,224,1
264963,R,E,H,C,F,B,G,D,395,1
265020,T,E,H,C,F,B,G,D,374,1
265071,T,E,H,C,F,B,G,D,487,1
265122,T,E,H,C,F,B,G,D,272,1
265146,R,E,H,C,J,B,G,D,284,1
265155,R,NULL,NULL,NULL,F,NULL,NULL,NULL,0,1
265197,R,D,G,C,C,B,H,D,268,1
265326,R,E,H,C,J,B,G,D,353,1
265344,R,D,F,C,D,B,H,E,315,1
265428,R,D,G,C,J,B,G,D,194,2
265452,T,H,E,D,B,C,G,D,379,1
265473,T,H,E,D,B,C,G,D,309,1
265494,T,H,E,D,B,C,G,D,257,1
265497,T,H,E,D,B,C,G,D,305,1
265509,T,H,E,D,B,C,G,D,294,1
265512,T,H,E,D,B,C,G,D,183,1
265527,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
265551,T,H,E,D,I,C,G,D,429,1
265551,T,H,E,D,I,C,G,D,276,1
265611,T,H,E,D,C,C,G,D,381,1
265662,R,K,F,D,A,C,E,C,412,1
265740,R,H,E,C,E,B,G,A,436,1
265752,R,H,E,C,G,B,G,A,431,1
265863,R,H,E,C,G,B,G,A,400,1
266037,R,F,E,C,D,B,G,D,202,1
266091,T,F,E,C,E,B,G,D,331,1
266151,R,G,H,C,F,B,G,D,323,1
266163,NULL,F,G,C,C,B,G,D,303,1
266295,R,B,E,C,D,B,E,C,251,1
266349,R,D,F,D,G,C,E,C,334,2
266385,T,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
266397,T,D,G,D,G,C,G,D,690,2
266496,R,A,F,D,I,C,G,C,459,3
266553,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
266568,T,B,G,D,B,D,G,D,480,3
266577,T,B,G,D,B,D,G,D,294,3
266586,T,B,G,D,B,D,G,D,262,3
266598,T,B,G,D,B,D,G,D,470,3
266613,T,B,G,D,B,D,G,D,273,3
266637,T,B,F,D,B,D,E,C,585,2
266676,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
266709,T,B,G,D,B,D,G,D,258,3
266715,R,A,F,C,H,B,H,E,605,1
266757,R,B,E,D,C,D,E,C,306,4
266781,R,K,E,C,B,B,D,B,248,1
266865,R,D,F,D,D,C,E,C,474,1
266880,NULL,A,F,D,B,C,G,C,188,2
266895,NULL,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
266925,NULL,D,G,D,B,D,G,E,283,3
266961,NULL,D,G,D,B,D,G,E,484,3
267027,R,B,F,D,Z,D,E,C,234,3
267060,T,B,F,D,A,D,E,C,482,2
267069,R,B,F,D,B,D,E,C,269,2
267087,NULL,B,F,D,A,D,E,C,399,2
267099,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
267189,NULL,A,F,C,G,B,E,C,337,2
267279,NULL,F,H,B,N,B,G,E,286,3
267300,S,NULL,NULL,NULL,P,NULL,NULL,NULL,0,5
267330,NULL,F,H,B,N,B,G,E,314,3
267342,T,D,F,C,H,B,G,D,397,2
267369,T,E,F,C,H,B,D,A,309,3
267393,T,E,F,C,H,B,D,A,466,3
267408,T,E,F,C,H,B,D,A,408,3
267438,R,D,G,D,H,C,G,D,353,3
267441,R,A,F,D,C,C,G,C,256,2
267450,R,A,F,D,C,C,G,C,200,2
267450,R,K,K,D,C,C,Z,Z,262,2
267510,R,A,F,C,H,B,H,E,417,1
267516,R,B,E,D,D,D,E,C,407,4
267531,T,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
267537,T,B,F,C,H,B,C,C,409,2
267576,T,B,F,C,H,B,C,C,389,2
267597,T,B,F,C,H,B,C,C,327,2
267612,T,B,F,D,B,D,E,C,270,2
267651,S,F,H,B,K,B,G,E,275,1
267675,S,F,H,B,K,B,G,E,625,1
267735,T,B,F,D,B,D,H,E,484,2
267753,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
267774,R,F,H,B,K,B,G,E,570,1
267786,S,NULL,NULL,NULL,K,NULL,NULL,NULL,0,3
267795,R,K,E,C,B,B,D,B,180,1
267912,T,D,H,D,B,D,G,D,277,1
267933,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
267972,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
268164,T,B,G,D,I,D,G,D,267,3
268200,T,B,G,D,B,D,G,D,318,1
268212,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
268266,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
268284,T,B,G,D,B,D,G,D,239,1
268293,T,B,G,D,B,D,G,D,364,1
268317,T,B,G,D,B,D,G,D,254,1
268335,T,B,G,D,B,D,G,D,249,1
268428,R,B,D,D,B,C,E,C,275,2
268437,R,C,E,D,A,C,E,C,269,1
268461,T,C,E,D,B,D,E,C,330,3
268470,T,C,E,D,B,D,E,C,264,3
268497,T,A,F,D,B,C,E,C,590,2
268554,T,A,F,D,B,C,E,C,499,2
268572,T,A,F,D,B,C,E,C,441,2
268587,T,A,F,D,B,C,E,C,577,2
268623,R,D,F,D,B,C,E,C,131,2
268641,T,A,F,D,C,D,D,B,272,2
268650,T,A,F,D,C,D,D,B,244,2
268662,T,A,F,D,C,D,D,B,367,2
268680,R,B,G,D,B,D,G,D,174,1
268692,T,D,F,D,A,C,E,C,205,2
268701,T,D,F,D,A,C,E,C,92,2
268707,R,B,D,D,A,C,H,C,321,1
268767,T,D,F,D,B,C,E,C,199,2
268779,T,D,F,D,B,C,E,C,361,2
268797,R,D,F,D,A,D,E,C,333,3
268809,R,C,E,D,A,C,E,C,183,1
268860,R,D,F,D,A,C,E,C,203,2
269094,R,C,E,D,F,B,E,C,260,1
269130,R,A,F,C,F,B,E,C,673,1
269151,R,C,E,D,F,B,E,C,303,1
269163,R,A,D,C,C,C,E,C,242,3
269172,R,A,D,C,C,C,E,C,185,3
269214,R,A,D,C,C,C,E,C,161,3
269241,R,B,G,C,D,B,Z,Z,624,1
269274,NULL,B,F,C,C,C,E,C,395,1
269319,NULL,K,F,D,C,B,E,C,325,2
269349,NULL,K,F,D,C,B,E,C,211,2
269400,T,B,G,C,C,B,G,D,332,1
269406,T,B,G,C,C,B,G,D,169,1
269484,R,A,G,C,G,B,G,D,601,2
269496,R,A,G,C,F,B,G,D,276,1
269592,R,A,G,C,F,B,G,D,602,1
269634,R,B,G,C,E,B,G,D,134,1
269706,R,K,F,C,C,C,E,C,424,2
269727,R,K,F,C,C,C,E,C,324,2
269760,R,B,G,C,E,B,Z,Z,328,1
269856,R,B,F,C,C,C,E,C,179,1
269901,R,A,E,D,B,D,E,C,412,3
269910,R,A,E,D,B,D,E,C,270,3
269949,T,E,F,C,I,B,A,F,257,3
270042,R,B,G,C,K,B,G,D,394,4
270045,T,B,G,C,H,B,G,D,240,2
270051,T,B,G,C,H,B,G,D,468,2
270063,R,A,F,C,K,B,E,C,332,4
270075,R,B,G,C,C,B,Z,Z,255,1
270099,R,C,F,D,B,C,G,D,229,1
270108,R,C,F,D,B,C,G,D,331,1
270123,T,B,G,C,Z,B,G,D,459,1
270141,R,B,F,C,C,C,E,C,400,1
270150,R,K,G,D,B,B,G,D,691,1
270189,R,K,G,D,B,B,G,D,1210,1
270282,R,C,F,D,C,C,G,D,307,1
270288,R,C,F,D,C,C,G,D,316,1
270306,R,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
270312,R,C,F,D,B,C,G,D,353,1
270327,R,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
270363,T,D,F,D,B,D,E,C,509,2
270456,T,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
270483,T,B,G,D,A,D,G,D,603,1
270504,T,B,G,D,A,D,G,D,368,1
270504,T,B,G,D,A,D,G,D,603,1
270519,T,B,G,D,A,D,G,D,703,1
270609,T,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
270612,T,B,G,D,A,D,G,D,538,1
270681,R,D,F,C,Z,C,D,B,437,1
270735,R,B,F,D,A,D,F,C,455,1
270753,T,B,E,D,E,C,E,C,496,2
270843,T,C,F,D,B,C,D,D,566,2
271011,R,K,E,D,D,D,E,C,475,3
271161,R,D,H,B,O,A,G,E,203,5
271188,S,D,H,B,K,A,G,E,229,3
271245,R,C,H,B,C,A,G,D,158,1
271272,R,A,F,D,I,C,H,E,559,3
271275,R,NULL,NULL,NULL,I,NULL,NULL,NULL,0,2
271305,R,C,H,B,I,A,G,D,239,1
271320,R,A,F,D,I,C,H,E,401,3
271335,R,A,F,D,I,C,H,E,799,3
271338,R,A,F,D,I,C,H,E,341,3
271353,S,NULL,NULL,NULL,K,NULL,NULL,NULL,0,3
271371,T,NULL,NULL,NULL,D,NULL,NULL,NULL,0,2
271401,T,A,G,D,D,D,G,D,1049,3
271404,T,NULL,NULL,NULL,D,NULL,NULL,NULL,0,2
271407,T,A,G,D,D,D,G,D,460,3
271416,T,A,G,D,D,D,G,D,437,3
271428,R,C,G,C,K,B,H,E,398,2
271434,R,C,G,C,K,B,H,E,183,2
271458,R,C,G,C,K,B,H,E,201,2
271467,R,C,G,C,K,B,H,E,378,2
271470,R,C,G,C,K,B,H,E,435,2
271482,R,NULL,NULL,NULL,F,NULL,NULL,NULL,0,2
271503,T,K,G,D,E,C,H,E,400,1
271518,T,K,G,D,E,C,H,E,597,1
271539,T,K,G,D,E,C,H,E,609,1
271551,R,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,3
271593,NULL,K,E,D,A,D,E,C,551,2
271695,NULL,C,H,B,L,A,G,D,281,2
271704,NULL,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
271839,T,K,E,D,C,C,E,C,761,2
271860,T,K,E,D,C,C,E,C,350,2
271902,T,K,E,D,C,C,E,C,363,2
271941,R,E,F,D,A,D,H,E,302,1
272121,R,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
272127,R,E,F,D,A,D,H,E,676,1
272208,NULL,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,1
272247,S,NULL,NULL,NULL,Q,NULL,NULL,NULL,0,5
272262,T,A,G,D,C,C,G,D,786,1
272328,R,NULL,NULL,NULL,E,NULL,NULL,NULL,0,2
272343,R,A,G,D,E,C,G,D,517,2
272391,R,K,F,C,C,B,G,D,510,1
272442,R,D,G,D,B,C,G,D,372,3
272562,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
272592,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
272604,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
272649,S,C,H,B,Q,A,G,D,61,4
272748,R,A,G,D,E,C,G,D,409,2
272967,R,NULL,NULL,NULL,J,NULL,NULL,NULL,0,3
273090,S,C,H,B,M,A,G,D,471,2
273150,R,K,G,D,D,D,F,C,434,4
273234,R,E,F,D,A,D,H,E,380,1
273243,R,B,F,C,J,B,G,D,675,2
273267,R,B,F,C,C,B,G,D,384,1
273288,R,K,E,D,B,D,E,C,229,2
273432,R,NULL,NULL,NULL,G,NULL,NULL,NULL,0,2
273516,R,A,G,D,D,D,G,D,415,3
273531,R,A,G,D,D,D,G,D,278,3
273534,R,K,G,D,E,C,H,E,706,1
273639,T,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
273666,T,A,F,D,A,D,G,D,518,1
273690,U,D,H,D,B,D,G,E,126,1
273705,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
273726,U,D,H,D,B,D,G,E,225,1
273750,U,D,H,D,B,D,G,E,184,1
273768,U,D,H,D,A,D,G,E,181,1
273780,U,D,H,D,A,D,G,E,475,1
273789,U,D,H,D,A,D,G,E,140,1
273849,U,D,H,D,A,D,G,E,597,1
273858,U,D,H,D,A,D,G,E,846,1
273882,U,D,H,D,A,D,G,E,354,1
273915,U,D,H,D,A,D,G,E,421,1
273975,U,D,H,D,B,D,G,E,373,1
273990,U,D,H,D,B,D,G,E,585,1
273999,U,D,H,D,B,D,G,E,675,1
274053,S,K,G,C,J,B,H,E,574,2
274122,U,D,H,D,A,D,G,E,424,1
274134,U,D,H,D,A,D,G,E,448,1
274161,U,D,H,D,A,D,G,E,530,1
274203,U,D,H,D,A,D,G,E,292,1
274224,U,D,H,D,A,D,G,E,390,1
274227,U,D,H,D,A,D,G,E,315,1
274242,U,D,H,D,A,D,G,E,582,1
274299,U,NULL,NULL,NULL,K,NULL,NULL,NULL,0,4
274323,U,D,H,D,K,D,G,E,438,4
274344,U,D,H,D,K,D,G,E,457,4
274353,U,D,H,D,K,D,G,E,251,4
274368,U,D,H,D,D,D,G,E,467,2
274413,U,D,H,D,Z,D,G,E,373,2
274419,U,D,H,D,D,D,G,E,364,2
274461,R,B,F,C,K,B,G,D,672,3
274512,U,D,H,D,A,D,G,E,427,1
274536,U,D,H,D,A,D,G,E,383,1
274599,S,D,H,B,I,A,G,E,377,2
274692,T,A,H,D,I,D,G,D,576,4
274728,R,A,G,C,C,B,G,D,307,1
274743,R,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
274791,R,A,H,D,C,D,G,D,390,2
274875,T,A,H,D,B,D,G,D,690,2
274881,T,A,H,D,I,D,G,D,247,4
274902,T,A,G,C,I,B,G,D,642,2
274935,T,A,G,C,I,B,G,D,495,2
275001,T,A,H,D,B,D,G,D,509,2
275022,T,A,H,D,B,D,G,D,533,2
275103,T,A,G,C,I,B,G,D,329,2
275106,R,K,F,C,I,C,E,C,528,2
275145,R,A,F,D,B,D,E,C,425,4
275172,R,B,D,C,D,B,E,C,210,1
275253,T,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
275298,T,K,F,D,A,D,B,C,273,1
275304,T,K,F,D,A,D,B,C,546,1
275325,T,K,F,D,A,D,B,C,514,1
275352,T,K,F,D,G,C,C,G,396,2
275370,T,K,F,D,G,C,C,G,257,2
275379,R,D,G,D,D,C,Z,Z,352,3
275397,T,NULL,NULL,NULL,E,NULL,NULL,NULL,0,2
275415,T,NULL,NULL,NULL,E,NULL,NULL,NULL,0,2
275427,T,NULL,NULL,NULL,E,NULL,NULL,NULL,0,2
275532,T,K,E,D,E,D,E,C,603,3
275688,R,K,E,D,D,B,E,C,152,1
275751,T,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
275865,U,B,G,D,B,D,E,C,222,2
275958,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
276018,U,B,G,D,B,D,E,C,449,2
276090,U,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
276141,R,B,F,D,B,D,Z,Z,314,4
276156,R,E,F,C,B,C,E,C,241,1
276207,R,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
276255,R,B,G,D,G,D,E,C,508,3
276354,R,D,G,D,B,C,G,D,295,3
276408,R,D,G,D,B,C,G,D,382,3
276444,R,D,G,D,B,C,G,D,283,3
276489,T,NULL,NULL,NULL,C,NULL,NULL,NULL,0,1
276525,T,E,E,D,C,C,E,C,516,1
276531,T,E,E,D,C,C,E,C,305,1
276537,T,E,E,D,C,C,E,C,216,1
276675,R,K,F,D,B,C,E,C,292,2
276741,T,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
276759,T,D,G,D,B,D,G,D,618,4
276762,T,D,G,D,B,D,G,D,515,4
276771,T,D,G,D,B,D,G,D,320,4
276789,T,D,G,D,B,D,G,D,449,4
276894,T,D,G,D,B,D,G,D,250,4
276960,T,NULL,NULL,NULL,Z,NULL,NULL,NULL,0,1
276975,R,A,F,C,G,B,E,C,449,1
276981,R,A,F,C,G,B,E,C,394,1
277026,R,D,F,C,I,B,F,C,286,1
277044,R,D,F,C,I,B,F,C,212,1
277053,R,D,F,C,I,B,F,C,324,1
277131,R,A,G,C,D,B,G,D,204,1
277185,T,B,G,D,F,C,G,D,441,2
277242,S,B,G,C,J,A,G,D,604,1
277242,S,B,G,C,J,A,G,D,353,1
277275,T,B,G,D,F,C,G,D,338,2
277293,T,B,G,D,F,C,G,D,431,2
277347,T,B,G,D,F,C,G,D,423,2
277461,R,NULL,NULL,NULL,B,NULL,NULL,NULL,0,1
277470,R,B,F,D,B,D,Z,Z,452,4
277527,R,A,F,C,E,B,E,C,277,1
277557,R,D,G,D,G,C,G,D,286,4
277584,R,E,F,C,G,C,E,C,377,2
277593,R,A,G,C,J,B,G,D,220,1
277593,R,A,G,C,J,B,G,D,409,1
277650,U,E,G,D,A,C,G,E,383,1
277671,U,E,G,D,A,C,G,E,394,1
277686,U,E,G,D,A,C,G,E,255,1
277737,U,E,G,D,A,C,G,E,395,1
277809,NULL,C,H,D,H,C,G,D,746,3
277821,NULL,C,H,D,H,C,G,D,294,3
277839,NULL,C,H,D,H,C,G,D,461,3
277854,NULL,C,H,D,H,C,G,D,372,3
277887,NULL,C,H,D,H,C,G,D,529,3
277980,U,E,G,D,G,C,G,E,260,1
277992,U,NULL,NULL,NULL,G,NULL,NULL,NULL,0,1
278031,S,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
278040,S,E,F,D,D,C,G,D,350,3
278085,U,NULL,NULL,NULL,A,NULL,NULL,NULL,0,1
278145,U,A,G,D,A,C,G,C,534,1
278193,U,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
278223,U,A,G,D,Z,C,G,C,522,4
278238,U,A,G,D,D,C,G,C,495,1
278253,S,NULL,NULL,NULL,H,NULL,NULL,NULL,0,2
278283,U,C,H,D,J,C,G,D,511,3
278295,U,D,H,C,J,B,G,D,537,1
278313,S,C,H,D,H,C,G,D,531,4
278451,R,D,H,C,I,B,G,D,327,1
278508,S,K,G,C,I,B,G,D,324,2
278517,S,K,G,C,I,B,G,D,422,2
278532,S,K,G,C,I,B,G,D,267,2
278568,S,NULL,NULL,NULL,I,NULL,NULL,NULL,0,3
278637,S,F,G,C,E,D,H,E,525,4
278697,S,F,G,C,E,D,H,E,429,4
278754,S,NULL,NULL,NULL,L,NULL,NULL,NULL,0,3
278766,S,B,G,C,L,A,H,E,579,1
278769,S,B,G,C,Z,A,H,E,250,1
278787,S,D,H,C,L,B,G,D,416,2
278799,R,D,H,C,K,B,G,D,322,2
278847,S,B,G,C,Z,A,H,E,278,1
278985,U,NULL,NULL,NULL,E,NULL,NULL,NULL,0,1
279006,U,NULL,NULL,NULL,D,NULL,NULL,NULL,0,1
279036,S,C,H,D,J,C,G,D,107,3
