,ID,State,Subscription_End_Date,Expiring_Dollars,Expiring_Students,Subscription_Status,Renewal_Date,Metro_Code,Apple_Mac_Code,PC_Code,Poverty_Level_Code,Avg_Household_Income,Title_1_Code,Software_budget_per_head,Training_Budget_Per_head,Lunch_Program_Eligible_Students,Affluence_Indicator,Avg_Sell_price,Renew_delay,Days_group
5518,106086,North Carolina,2015-07-31,3000,500,Renewed,2015-08-19,U,H,I,C,F,C,G,E,685.0,1.0,6.0,19.0,5.0
5519,104175,West Virginia,2015-07-31,2250,375,Renewed,2015-09-30,R,D,H,C,H,B,H,E,663.0,1.0,6.0,61.0,6.0
5520,102693,West Virginia,2015-07-31,1440,240,Renewed,2015-08-05,U,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,6.0,5.0,5.0
5521,101973,West Virginia,2015-07-31,1752,292,Renewed,2013-08-21,R,E,H,C,Z,C,G,D,0.0,2.0,6.0,-709.0,11.0
5522,101985,West Virginia,2015-07-31,1752,292,Renewed,2013-08-21,ZZ,E,H,C,Z,C,G,D,0.0,2.0,6.0,-709.0,11.0
5523,152013,Georgia,2015-07-31,1440,240,Renewed,2015-06-26,S,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,3.0,6.0,-35.0,3.0
5527,156804,Georgia,2015-07-31,1440,240,Renewed,2015-05-12,ZZ,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,6.0,-80.0,3.0
5528,153453,Georgia,2015-07-31,3360,560,Renewed,2015-06-15,S,G,H,C,O,B,G,E,297.0,4.0,6.0,-46.0,3.0
5530,157494,Georgia,2015-07-31,2280,380,Renewed,2015-08-25,T,K,G,D,C,B,G,D,438.0,1.0,6.0,25.0,5.0
5531,158361,Georgia,2015-07-31,1800,300,Renewed,2015-07-02,ZZ,K,F,C,G,B,E,C,273.0,1.0,6.0,-29.0,4.0
5532,158415,Georgia,2015-07-31,2634,439,Renewed,2015-07-06,R,H,B,C,G,B,G,D,316.0,1.0,6.0,-25.0,4.0
5533,161934,Georgia,2015-07-31,3600,600,Renewed,2015-08-05,ZZ,E,H,B,N,A,G,E,323.0,2.0,6.0,5.0,5.0
5534,163251,Georgia,2015-07-31,3582,597,Renewed,2015-07-16,S,E,H,C,L,C,G,D,366.0,3.0,6.0,-15.0,4.0
5535,163326,Georgia,2015-07-31,3240,540,Renewed,2015-09-30,R,C,F,C,F,B,H,E,305.0,1.0,6.0,61.0,6.0
5536,165084,Georgia,2015-07-31,4500,750,Renewed,2015-08-14,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,6.0,14.0,5.0
5537,165309,Georgia,2015-07-31,3384,564,Renewed,2015-08-27,R,C,F,C,E,C,E,C,742.0,1.0,6.0,27.0,5.0
5539,158466,Georgia,2015-07-31,2700,450,Renewed,2015-08-25,R,H,C,C,L,B,G,D,343.0,3.0,6.0,25.0,5.0
5540,156987,Georgia,2015-07-31,3450,575,Renewed,2015-08-04,ZZ,E,F,D,A,D,E,C,680.0,2.0,6.0,4.0,5.0
5541,166605,Georgia,2015-07-31,5022,837,Renewed,2015-07-28,ZZ,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,6.0,-3.0,4.0
5543,161682,Georgia,2015-07-31,2100,350,Renewed,2015-04-21,R,H,H,C,I,B,B,A,200.0,1.0,6.0,-101.0,2.0
5544,159861,Georgia,2015-07-31,3996,666,Renewed,2015-07-17,R,F,H,C,H,B,G,E,660.0,1.0,6.0,-14.0,4.0
5545,160077,Georgia,2015-07-31,2520,420,Renewed,2015-07-13,R,D,H,B,O,A,G,D,142.0,3.0,6.0,-18.0,4.0
5546,160149,Georgia,2015-07-31,5400,900,Renewed,2015-08-26,R,E,H,C,L,B,G,E,669.0,2.0,6.0,26.0,5.0
5547,164325,Georgia,2015-07-31,2760,460,Renewed,2015-07-16,S,E,H,C,L,C,G,D,370.0,3.0,6.0,-15.0,4.0
5548,163044,Georgia,2015-07-31,2880,480,Renewed,2015-08-05,S,E,H,B,N,A,G,E,299.0,2.0,6.0,5.0,5.0
5549,149163,Georgia,2015-07-31,3300,550,Renewed,2015-11-05,S,G,H,C,L,B,G,E,446.0,3.0,6.0,97.0,7.0
5550,155553,Georgia,2015-07-31,2400,400,Renewed,2015-06-22,U,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,5.0,6.0,-39.0,3.0
5551,154215,Georgia,2015-07-31,3300,550,Renewed,2015-07-06,U,ZZ,ZZ,ZZ,P,ZZ,ZZ,ZZ,0.0,4.0,6.0,-25.0,4.0
5554,151119,Georgia,2015-07-31,2880,480,Renewed,2015-12-16,ZZ,E,H,C,E,B,G,E,489.0,1.0,6.0,138.0,8.0
5555,151197,Georgia,2015-07-31,2700,450,Renewed,2015-11-19,ZZ,E,H,C,E,B,G,E,373.0,1.0,6.0,111.0,7.0
5556,149571,Georgia,2015-07-31,4560,760,Renewed,2015-08-05,R,D,I,B,O,A,G,E,110.0,3.0,6.0,5.0,5.0
5557,149190,Georgia,2015-07-31,3000,500,Renewed,2015-09-23,S,G,H,C,L,B,G,E,327.0,3.0,6.0,54.0,6.0
5558,150435,Georgia,2015-07-31,1440,240,Renewed,2015-07-29,S,ZZ,ZZ,ZZ,M,ZZ,ZZ,ZZ,0.0,3.0,6.0,-2.0,4.0
5559,150774,Georgia,2015-07-31,4500,750,Renewed,2015-08-17,R,E,H,C,F,B,G,E,460.0,1.0,6.0,17.0,5.0
5560,150993,Georgia,2015-07-31,3000,500,Renewed,2015-06-18,U,E,H,C,E,B,G,E,262.0,1.0,6.0,-43.0,3.0
5561,147654,Georgia,2015-07-31,4320,720,Renewed,2014-12-16,ZZ,H,J,C,E,B,G,E,642.0,1.0,6.0,-227.0,1.0
5562,147813,Georgia,2015-07-31,3450,575,Renewed,2015-07-28,S,H,J,C,P,B,G,E,51.0,3.0,6.0,-3.0,4.0
5563,147834,Georgia,2015-07-31,4380,730,Renewed,2015-06-01,S,H,J,C,P,B,G,E,51.0,4.0,6.0,-60.0,3.0
5564,147978,Georgia,2015-07-31,3180,530,Renewed,2015-06-01,U,H,J,C,O,B,G,E,83.0,3.0,6.0,-60.0,3.0
5565,146187,Georgia,2015-07-31,1650,275,Renewed,2015-07-02,S,G,E,C,N,A,G,D,69.0,4.0,6.0,-29.0,4.0
5566,146205,Georgia,2015-07-31,6000,1000,Renewed,2015-07-02,S,G,E,C,N,A,G,D,201.0,4.0,6.0,-29.0,4.0
5567,145809,Georgia,2015-07-31,2640,440,Renewed,2015-09-23,S,G,H,C,K,B,G,E,504.0,2.0,6.0,54.0,6.0
5568,142383,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,ZZ,E,H,C,H,B,G,E,140.0,1.0,6.0,24.0,5.0
5569,142398,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,ZZ,E,H,C,H,B,G,E,191.0,1.0,6.0,24.0,5.0
5570,142422,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,ZZ,E,H,C,H,B,G,E,133.0,1.0,6.0,24.0,5.0
5571,149364,Georgia,2015-07-31,4200,700,Renewed,2014-10-20,R,D,H,C,F,B,G,E,515.0,1.0,6.0,-284.0,1.0
5572,150759,Georgia,2015-07-31,4200,700,Renewed,2015-05-28,R,E,H,C,F,B,G,E,349.0,1.0,6.0,-64.0,3.0
5573,151185,Georgia,2015-07-31,3510,585,Renewed,2015-08-13,ZZ,E,H,C,E,B,G,E,393.0,1.0,6.0,13.0,5.0
5574,151404,Georgia,2015-07-31,4260,710,Renewed,2015-08-12,S,D,H,C,L,B,G,E,470.0,2.0,6.0,12.0,5.0
5575,151899,Georgia,2015-07-31,3600,600,Renewed,2015-10-01,S,G,H,C,K,B,G,E,478.0,2.0,6.0,62.0,6.0
5578,132789,South Carolina,2015-07-31,2700,450,Renewed,2015-08-14,U,D,H,D,F,C,D,B,308.0,1.0,6.0,14.0,5.0
5579,134607,South Carolina,2015-07-31,1440,240,Renewed,2015-07-31,S,ZZ,ZZ,ZZ,K,ZZ,ZZ,ZZ,0.0,3.0,6.0,0.0,5.0
5581,141609,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,R,E,H,C,G,B,G,E,279.0,1.0,6.0,24.0,5.0
5582,141672,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,R,E,H,C,G,B,G,E,309.0,1.0,6.0,24.0,5.0
5583,136428,South Carolina,2015-07-31,5610,935,Renewed,2015-07-30,S,A,I,C,J,B,G,E,560.0,2.0,6.0,-1.0,4.0
5584,137544,South Carolina,2015-07-31,1692,282,Renewed,2015-07-07,R,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,6.0,-24.0,4.0
5586,142083,South Carolina,2015-07-31,3420,570,Renewed,2015-08-03,S,G,J,C,K,C,G,E,329.0,2.0,6.0,3.0,5.0
5588,143238,South Carolina,2015-07-31,4200,700,Renewed,2015-07-16,R,C,H,B,M,A,G,C,180.0,3.0,6.0,-15.0,4.0
5589,143550,South Carolina,2015-07-31,6600,1100,Renewed,2015-07-29,T,E,H,C,E,B,G,D,886.0,1.0,6.0,-2.0,4.0
5590,146247,Georgia,2015-07-31,4350,725,Renewed,2015-07-02,S,G,E,C,N,A,G,D,63.0,4.0,6.0,-29.0,4.0
5591,144813,South Carolina,2015-07-31,4800,800,Renewed,2015-06-22,S,D,H,C,H,C,G,D,359.0,2.0,6.0,-39.0,3.0
5592,142764,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,R,E,H,C,J,B,G,E,241.0,2.0,6.0,24.0,5.0
5593,145773,Georgia,2015-07-31,3600,600,Renewed,2015-09-22,S,G,H,C,F,B,G,E,604.0,1.0,6.0,53.0,6.0
5594,127179,North Carolina,2015-07-31,2400,400,Renewed,2015-08-05,R,F,H,C,C,B,F,D,258.0,1.0,6.0,5.0,5.0
5595,127236,North Carolina,2015-07-31,2400,400,Renewed,2015-08-05,ZZ,F,H,C,D,B,F,D,332.0,1.0,6.0,5.0,5.0
5597,128661,North Carolina,2015-07-31,2400,400,Renewed,2015-08-05,S,F,H,C,C,B,F,D,238.0,1.0,6.0,5.0,5.0
5598,131385,South Carolina,2015-07-31,3600,600,Renewed,2015-11-04,S,G,H,C,L,B,H,E,419.0,2.0,6.0,96.0,7.0
5599,134904,South Carolina,2015-07-31,1500,250,Renewed,2015-07-27,S,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,6.0,-4.0,4.0
5600,135384,South Carolina,2015-07-31,1824,304,Renewed,2015-11-03,T,D,H,C,G,C,G,D,311.0,1.0,6.0,95.0,7.0
5601,135477,South Carolina,2015-07-31,1440,240,Renewed,2015-09-14,R,C,G,C,J,B,G,D,199.0,1.0,6.0,45.0,6.0
5603,139956,South Carolina,2015-07-31,2220,370,Renewed,2015-07-24,R,B,H,D,B,D,E,B,298.0,1.0,6.0,-7.0,4.0
5605,141723,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,ZZ,E,H,C,L,B,G,E,252.0,3.0,6.0,24.0,5.0
5606,132072,South Carolina,2015-07-31,3900,650,Renewed,2015-06-01,T,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,6.0,-60.0,3.0
5607,133458,South Carolina,2015-07-31,1440,240,Renewed,2015-07-06,U,ZZ,ZZ,ZZ,B,ZZ,ZZ,ZZ,0.0,1.0,6.0,-25.0,4.0
5608,134040,South Carolina,2015-07-31,1440,240,Renewed,2015-07-24,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,6.0,-7.0,4.0
5609,149580,Georgia,2015-07-31,2034,339,Renewed,2015-05-19,R,D,I,B,O,A,G,E,101.0,3.0,6.0,-73.0,3.0
5610,149679,Georgia,2015-07-31,4350,725,Renewed,2015-07-30,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,6.0,-1.0,4.0
5612,146193,Georgia,2015-07-31,2664,444,Renewed,2015-07-02,S,G,E,C,N,A,G,D,66.0,4.0,6.0,-29.0,4.0
5613,147660,Georgia,2015-07-31,3000,500,Renewed,2015-08-07,ZZ,ZZ,ZZ,ZZ,E,ZZ,ZZ,ZZ,0.0,1.0,6.0,7.0,5.0
5614,147171,Georgia,2015-07-31,4500,750,Renewed,2015-06-01,S,H,J,C,M,B,F,B,286.0,2.0,6.0,-60.0,3.0
5615,142389,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,ZZ,E,H,C,H,B,G,E,153.0,1.0,6.0,24.0,5.0
5616,142416,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,ZZ,E,H,C,H,B,G,E,257.0,1.0,6.0,24.0,5.0
5617,141543,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,R,E,H,C,C,B,G,E,268.0,1.0,6.0,24.0,5.0
5618,141714,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,ZZ,E,H,C,L,B,G,E,498.0,3.0,6.0,24.0,5.0
5619,143766,South Carolina,2015-07-31,1440,240,Renewed,2015-07-06,U,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,6.0,-25.0,4.0
5621,145794,Georgia,2015-07-31,3330,555,Renewed,2015-10-14,S,G,H,C,F,B,G,E,545.0,1.0,6.0,75.0,6.0
5622,140538,South Carolina,2015-07-31,2400,400,Renewed,2015-07-10,S,G,J,C,G,C,G,E,114.0,1.0,6.0,-21.0,4.0
5623,148209,Georgia,2015-07-31,1440,240,Renewed,2015-06-23,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,6.0,-38.0,3.0
5624,146004,Georgia,2015-07-31,6300,1050,Renewed,2015-09-21,S,H,J,C,O,B,F,B,537.0,4.0,6.0,52.0,6.0
5625,147303,Georgia,2015-07-31,3996,666,Renewed,2015-07-17,S,F,H,C,M,B,G,E,358.0,2.0,6.0,-14.0,4.0
5626,138159,South Carolina,2015-07-31,4350,725,Renewed,2015-11-17,R,E,H,D,D,C,G,D,517.0,1.0,6.0,109.0,7.0
5628,136494,South Carolina,2015-07-31,1440,240,Renewed,2015-08-03,U,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,6.0,3.0,5.0
5629,136407,South Carolina,2015-07-31,5130,855,Renewed,2015-07-30,S,A,I,C,J,B,G,E,394.0,2.0,6.0,-1.0,4.0
5632,132771,South Carolina,2015-07-31,1440,240,Renewed,2015-05-26,U,ZZ,ZZ,ZZ,F,ZZ,ZZ,ZZ,0.0,1.0,6.0,-66.0,3.0
5633,132846,South Carolina,2015-07-31,3300,550,Renewed,2015-11-09,U,D,H,D,F,C,D,B,508.0,1.0,6.0,101.0,7.0
5634,147330,Georgia,2015-07-31,3996,666,Renewed,2015-07-17,S,F,H,C,M,B,G,E,364.0,2.0,6.0,-14.0,4.0
5635,134379,South Carolina,2015-07-31,1440,240,Renewed,2015-08-10,S,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,6.0,10.0,5.0
5636,142191,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,R,E,H,C,G,B,G,E,362.0,1.0,6.0,24.0,5.0
5637,137829,South Carolina,2015-07-31,1440,240,Renewed,2015-08-31,R,A,I,C,B,B,G,E,188.0,1.0,6.0,31.0,6.0
5639,141606,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,R,E,H,C,G,B,G,E,339.0,1.0,6.0,24.0,5.0
5640,141645,South Carolina,2015-07-31,2016,336,Renewed,2015-08-24,R,E,H,C,G,B,G,E,364.0,1.0,6.0,24.0,5.0
5642,141951,South Carolina,2015-07-31,2460,410,Renewed,2015-07-10,T,F,H,D,I,C,G,D,263.0,4.0,6.0,-21.0,4.0
5643,144042,South Carolina,2015-07-31,1440,240,Renewed,2015-07-22,S,ZZ,ZZ,ZZ,E,ZZ,ZZ,ZZ,0.0,1.0,6.0,-9.0,4.0
5644,145926,Georgia,2015-07-31,3996,666,Renewed,2015-07-17,S,F,H,C,J,B,G,E,285.0,1.0,6.0,-14.0,4.0
5645,142866,South Carolina,2015-07-31,4200,700,Renewed,2015-04-20,S,G,J,C,K,C,G,E,313.0,2.0,6.0,-102.0,2.0
5647,143253,South Carolina,2015-07-31,1860,310,Renewed,2015-08-11,R,C,H,B,M,A,G,C,208.0,3.0,6.0,11.0,5.0
5648,175185,Florida,2015-07-31,3900,650,Renewed,2015-06-30,T,G,F,C,K,B,H,E,433.0,2.0,6.0,-31.0,3.0
5649,175230,Florida,2015-07-31,4356,726,Renewed,2015-08-28,S,H,H,B,K,A,G,E,514.0,1.0,6.0,28.0,5.0
5652,176085,Florida,2015-07-31,4356,726,Renewed,2015-08-28,S,H,H,B,L,A,G,E,733.0,1.0,6.0,28.0,5.0
5653,178527,Florida,2015-07-31,1440,240,Renewed,2015-09-14,U,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,6.0,45.0,6.0
5654,178947,Florida,2015-07-31,1440,240,Renewed,2015-08-31,U,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,3.0,6.0,31.0,6.0
5655,177912,Florida,2015-07-31,2220,370,Renewed,2015-07-09,U,ZZ,ZZ,ZZ,D,ZZ,ZZ,ZZ,0.0,1.0,6.0,-22.0,4.0
5656,181176,Florida,2015-07-31,2790,465,Renewed,2015-07-27,R,C,H,C,J,B,G,D,314.0,2.0,6.0,-4.0,4.0
5658,180048,Florida,2015-07-31,1800,300,Renewed,2015-10-29,S,ZZ,ZZ,ZZ,Q,ZZ,ZZ,ZZ,0.0,5.0,6.0,90.0,6.0
5659,179571,Florida,2015-07-31,2340,390,Renewed,2015-09-14,U,H,J,C,K,B,G,E,160.0,4.0,6.0,45.0,6.0
5660,179667,Florida,2015-07-31,1980,330,Renewed,2015-04-27,U,ZZ,ZZ,ZZ,J,ZZ,ZZ,ZZ,0.0,2.0,6.0,-95.0,2.0
5661,181170,Florida,2015-07-31,3600,600,Renewed,2015-07-27,R,C,H,C,J,B,G,D,330.0,2.0,6.0,-4.0,4.0
5662,181539,Florida,2015-07-31,4050,675,Renewed,2015-07-22,R,E,H,D,E,C,H,E,338.0,1.0,6.0,-9.0,4.0
5663,181572,Florida,2015-07-31,3720,620,Renewed,2015-07-22,R,E,H,D,E,C,H,E,272.0,1.0,6.0,-9.0,4.0
5664,181884,Florida,2015-07-31,2634,439,Renewed,2015-07-02,U,H,I,C,D,B,G,E,296.0,1.0,6.0,-29.0,4.0
5665,182007,Florida,2015-07-31,1440,240,Renewed,2015-07-02,U,H,I,C,D,B,G,E,112.0,1.0,6.0,-29.0,4.0
5666,182100,Florida,2015-07-31,3000,500,Renewed,2015-07-02,S,H,I,C,I,B,G,E,344.0,1.0,6.0,-29.0,4.0
5667,182142,Florida,2015-07-31,3600,600,Renewed,2015-07-02,S,H,I,C,J,B,G,E,520.0,2.0,6.0,-29.0,4.0
5668,182205,Florida,2015-07-31,3900,650,Renewed,2015-07-02,ZZ,H,I,C,I,B,G,E,571.0,2.0,6.0,-29.0,4.0
5669,172158,Georgia,2015-07-31,2400,400,Renewed,2015-06-30,R,K,G,D,C,C,D,G,804.0,1.0,6.0,-31.0,3.0
5670,172245,Georgia,2015-07-31,2070,345,Renewed,2015-06-30,R,E,D,D,A,D,E,C,240.0,1.0,6.0,-31.0,3.0
5671,172866,Georgia,2015-07-31,1800,300,Renewed,2015-07-28,R,C,E,D,B,B,D,B,286.0,1.0,6.0,-3.0,4.0
5672,182271,Florida,2015-07-31,4608,768,Renewed,2015-07-02,S,H,I,C,J,B,G,E,325.0,2.0,6.0,-29.0,4.0
5673,182784,Florida,2015-07-31,3600,600,Renewed,2015-07-02,S,H,I,C,L,B,G,E,391.0,2.0,6.0,-29.0,4.0
5674,167334,Georgia,2015-07-31,3870,645,Renewed,2015-05-26,R,C,H,B,O,A,G,D,253.0,3.0,6.0,-66.0,3.0
5675,167445,Georgia,2015-07-31,3120,520,Renewed,2015-08-10,R,C,H,B,L,A,G,D,398.0,1.0,6.0,10.0,5.0
5676,181182,Florida,2015-07-31,5760,960,Renewed,2015-07-27,R,C,H,C,J,B,G,D,446.0,2.0,6.0,-4.0,4.0
5677,183852,Florida,2015-07-31,3450,575,Renewed,2015-07-28,U,I,H,C,I,C,G,E,566.0,2.0,6.0,-3.0,4.0
5678,169662,Georgia,2015-07-31,1662,277,Renewed,2012-12-19,R,K,G,C,B,B,G,D,186.0,1.0,6.0,-954.0,11.0
5679,170196,Georgia,2015-07-31,1440,240,Renewed,2015-09-30,U,ZZ,ZZ,ZZ,D,ZZ,ZZ,ZZ,0.0,1.0,6.0,61.0,6.0
5681,179160,Florida,2015-07-31,2034,339,Renewed,2015-07-15,U,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,3.0,6.0,-16.0,4.0
5682,179217,Florida,2015-07-31,1620,270,Renewed,2015-10-05,U,H,J,C,J,B,G,E,262.0,3.0,6.0,66.0,6.0
5683,177219,Florida,2015-07-31,2250,375,Renewed,2015-08-20,S,ZZ,ZZ,ZZ,C,ZZ,ZZ,ZZ,0.0,1.0,6.0,20.0,5.0
5684,177486,Florida,2015-07-31,1440,240,Renewed,2015-05-19,S,ZZ,ZZ,ZZ,I,ZZ,ZZ,ZZ,0.0,2.0,6.0,-73.0,3.0
5685,175740,Florida,2015-07-31,4800,800,Renewed,2015-06-30,T,G,F,C,J,B,H,E,473.0,1.0,6.0,-31.0,3.0
5686,173106,Georgia,2015-07-31,2400,400,Renewed,2015-07-14,T,F,G,C,C,C,G,C,317.0,2.0,6.0,-17.0,4.0
5687,171912,Georgia,2015-07-31,3900,650,Renewed,2015-05-20,ZZ,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,6.0,-72.0,3.0
5688,185823,Florida,2015-07-31,2640,440,Renewed,2015-06-23,T,C,G,D,F,C,E,C,514.0,2.0,6.0,-38.0,3.0
5689,185850,Florida,2015-07-31,1890,315,Renewed,2014-06-02,T,C,G,D,F,C,E,C,501.0,2.0,6.0,-424.0,11.0
5691,185001,Florida,2015-07-31,5850,975,Renewed,2015-08-14,S,F,I,C,O,B,G,E,186.0,4.0,6.0,14.0,5.0
5692,183471,Florida,2015-07-31,4950,825,Renewed,2015-07-28,U,I,H,C,I,C,G,E,544.0,2.0,6.0,-3.0,4.0
5693,183504,Florida,2015-07-31,2100,350,Renewed,2015-07-28,U,I,H,C,I,C,G,E,374.0,2.0,6.0,-3.0,4.0
5694,183582,Florida,2015-07-31,3360,560,Renewed,2015-07-28,ZZ,I,H,C,C,C,G,E,613.0,1.0,6.0,-3.0,4.0
5695,183666,Florida,2015-07-31,1950,325,Renewed,2015-07-28,ZZ,I,H,C,C,C,G,E,378.0,1.0,6.0,-3.0,4.0
5696,183705,Florida,2015-07-31,4200,700,Renewed,2015-07-28,S,I,H,C,K,C,G,E,563.0,2.0,6.0,-3.0,4.0
5697,183714,Florida,2015-07-31,3450,575,Renewed,2015-07-28,S,I,H,C,H,C,G,E,578.0,1.0,6.0,-3.0,4.0
5698,183762,Florida,2015-07-31,2700,450,Renewed,2015-07-28,S,I,H,C,H,C,G,E,414.0,1.0,6.0,-3.0,4.0
5699,184005,Florida,2015-07-31,2100,350,Renewed,2015-07-28,S,I,H,C,L,C,G,E,656.0,2.0,6.0,-3.0,4.0
5700,184032,Florida,2015-07-31,2010,335,Renewed,2015-07-28,R,I,H,C,K,C,G,E,254.0,2.0,6.0,-3.0,4.0
5701,184053,Florida,2015-07-31,5400,900,Renewed,2015-07-28,S,I,H,C,H,C,G,E,464.0,1.0,6.0,-3.0,4.0
5702,170442,Georgia,2015-07-31,3600,600,Renewed,2015-06-25,ZZ,K,G,D,C,C,G,D,701.0,1.0,6.0,-36.0,3.0
5703,187320,Florida,2015-07-31,4050,675,Renewed,2015-08-20,S,H,J,B,H,B,G,E,530.0,2.0,6.0,20.0,5.0
5704,187557,Florida,2015-07-31,1530,255,Renewed,2015-07-15,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,ZZ,6.0,-16.0,4.0
5705,186516,Florida,2015-07-31,7200,1200,Renewed,2015-10-01,S,J,J,C,J,C,G,E,938.0,2.0,6.0,62.0,6.0
5706,186558,Florida,2015-07-31,3900,650,Renewed,2015-08-19,S,J,J,C,N,C,G,E,525.0,4.0,6.0,19.0,5.0
5707,172863,Georgia,2015-07-31,3480,580,Renewed,2015-07-28,R,C,E,D,B,B,D,B,658.0,1.0,6.0,-3.0,4.0
5708,175224,Florida,2015-07-31,4356,726,Renewed,2015-08-28,S,H,H,B,K,A,G,E,241.0,1.0,6.0,28.0,5.0
5709,175797,Florida,2015-07-31,4356,726,Renewed,2015-08-28,S,H,H,B,M,A,G,E,550.0,1.0,6.0,28.0,5.0
5710,175959,Florida,2015-07-31,4380,730,Renewed,2015-08-28,S,H,H,B,L,A,G,E,412.0,1.0,6.0,28.0,5.0
5711,180615,Florida,2015-07-31,2850,475,Renewed,2015-07-20,U,ZZ,ZZ,ZZ,L,ZZ,ZZ,ZZ,0.0,3.0,6.0,-11.0,4.0
5712,181164,Florida,2015-07-31,3150,525,Renewed,2015-07-27,R,C,H,C,J,B,G,D,285.0,2.0,6.0,-4.0,4.0
5713,181197,Florida,2015-07-31,3600,600,Renewed,2015-07-27,R,C,H,C,J,B,G,D,339.0,2.0,6.0,-4.0,4.0
5714,178176,Florida,2015-07-31,1440,240,Renewed,2015-07-17,U,ZZ,ZZ,ZZ,A,ZZ,ZZ,ZZ,0.0,1.0,6.0,-14.0,4.0
5715,178983,Florida,2015-07-31,1590,265,Renewed,2015-07-27,U,ZZ,ZZ,ZZ,G,ZZ,ZZ,ZZ,0.0,1.0,6.0,-4.0,4.0
5716,185010,Florida,2015-07-31,2160,360,Renewed,2015-05-07,S,ZZ,ZZ,ZZ,O,ZZ,ZZ,ZZ,0.0,5.0,6.0,-85.0,3.0
5717,183381,Florida,2015-07-31,4500,750,Renewed,2015-07-28,U,I,H,C,H,C,G,E,302.0,1.0,6.0,-3.0,4.0
5718,183453,Florida,2015-07-31,2520,420,Renewed,2015-07-28,U,I,H,C,H,C,G,E,206.0,1.0,6.0,-3.0,4.0
5719,183483,Florida,2015-07-31,2280,380,Renewed,2015-07-28,U,I,H,C,I,C,G,E,410.0,2.0,6.0,-3.0,4.0
5720,183558,Florida,2015-07-31,3300,550,Renewed,2015-07-28,ZZ,I,H,C,C,C,G,E,632.0,1.0,6.0,-3.0,4.0
5721,183654,Florida,2015-07-31,3660,610,Renewed,2015-07-28,ZZ,I,H,C,C,C,G,E,527.0,1.0,6.0,-3.0,4.0
5722,183678,Florida,2015-07-31,5460,910,Renewed,2015-07-28,S,I,H,C,H,C,G,E,308.0,1.0,6.0,-3.0,4.0
5723,183708,Florida,2015-07-31,3600,600,Renewed,2015-07-28,S,I,H,C,H,C,G,E,521.0,1.0,6.0,-3.0,4.0
5724,183747,Florida,2015-07-31,2400,400,Renewed,2015-07-28,S,I,H,C,H,C,G,E,428.0,1.0,6.0,-3.0,4.0
5725,183771,Florida,2015-07-31,4320,720,Renewed,2015-07-28,S,I,H,C,H,C,G,E,476.0,1.0,6.0,-3.0,4.0
5726,184023,Florida,2015-07-31,2850,475,Renewed,2015-07-28,S,I,H,C,L,C,G,E,441.0,2.0,6.0,-3.0,4.0
5727,184035,Florida,2015-07-31,6000,1000,Renewed,2015-07-28,S,I,H,C,H,C,G,E,499.0,1.0,6.0,-3.0,4.0
5728,184068,Florida,2015-07-31,3960,660,Renewed,2015-07-28,S,I,H,C,H,C,G,E,473.0,1.0,6.0,-3.0,4.0
